Time		Subtitle		Translation
00:32:22		 down I won't let you down I won't   		失望 我不会让你 失望  我 不 会 
00:32:28		 let you down I won't let you   		让你 失望  我 不 会 让 你 
00:32:35		 down I won't give up on my dreams I won't give up on my   		失望 我不会放弃我的 梦想  我 不 会 放弃 我 的 
00:32:42		 dreams I won't give up on my dreams I won't give up on my   		梦想 我不会放弃 为了我的 梦想  我 不 会 放弃 我 的 
00:32:52		 dreams I won't break my promise I won't   		梦想 我不会违背我的 诺言  我 不 会 
00:32:58		 break my promise I won't break my   		违背我的 诺言  我 不 会 违背 我 的 
00:33:04		 promise it's great to it's great   		诺言 太棒了 太 棒 了 
00:33:11		 to it's great to it's great to see you   		太棒了 很 高兴 再次 见到 你 
00:33:17		 again it's great to see you again it's great to see you again   		太棒了 再次见到你，很 高兴 再次 见到 你 ， 很 
00:33:28		 it's great to learn new skills it's great to learn new   		高兴学习新 技能 ， 很 高兴 学习 新 技能 ， 很 高兴 
00:33:35		 skills it's great to learn new skills it's great to learn new   		学习新 技能 ， 很 高兴 学习 新 
00:33:42		 skills it's great to receive positive feedback it's great to   		技能，很高兴收到积极的 反馈 ， 很 高兴 
00:33:51		 receive positive feedback it's great to receive positive   		收到积极的 反馈 ， 很 高兴 收到  积极 
00:33:57		 feedback back I love it   		反馈 我 喜欢 它 
00:34:01		 [Music] when I love it   		[音乐] 当 我 喜欢 它 
00:34:07		 when I love it when I love it when I finish a good   		当我喜欢 它  当 我 读完 一 本 
00:34:13		 book I love it when I finish a good book I love it when I finish a good   		好书时 我喜欢它 当我读完一本好书时 我喜欢它 当我读完一本好书时 我喜欢它 当我读完一本 
00:34:22		 book I love it when I have free time I love it when I have free   		好书时 我喜欢它 有空闲 时间  我 喜欢 当 我 有 空闲 
00:34:30		 time I love it when I have free time I love it when I see my   		时间 我喜欢当我有空闲 时间  我 喜欢 当 我 看到 我 的 
00:34:36		 friends I love it when I see my friends I love it when I see my   		朋友时 我喜欢当我看到我的 朋友 时  我 喜欢 当 我 看到 我 的 
00:34:45		 friends you mentioned that you mentioned   		朋友时 你提到 你 提到 
00:34:51		 that you mentioned that you mentioned   		你 提到您 提到 您 喜欢 
00:34:56		 that you mentioned that you enjoy traveling you mentioned that you enjoy   		旅行  您 提到 您 喜欢 旅行  您 提到 您 喜欢 
00:35:04		 traveling you mentioned that you enjoy traveling you mentioned that you enjoy   		旅行 您提到您 喜欢 旅行  您 提到 您 喜欢 
00:35:17		 food you mentioned that you like Italian food you mentioned that you like Italian   		意大利菜 您提到您喜欢意大利 菜  您 提到 您 喜欢 意大利 
00:35:26		 food you mentioned that you like Italian food you mentioned that you have three   		菜 你提到你喜欢意大利 菜 你 提到 你 有 三 个 
00:35:33		 children you mentioned that you have three   		孩子你提到你有 三个 
00:35:37		 children you mentioned that you have three   		孩子你提到你有 三个 
00:35:41		 children he told me that he told me   		孩子他告诉 我 他 告诉 我 他 
00:35:47		 that he told me that he told me that he was   		告诉我 他 告诉 我 他 很 
00:35:53		 sorry he told me that he was sorry he he told me that he was   		抱歉他告诉我 他很 抱歉 他 告诉 我 他 很 
00:36:00		 sorry he told me that he was sorry he told me that he bought a   		抱歉他告诉我他很 抱歉 他 告诉 我 他 
00:36:07		 car he told me that he bought a car he told me that he bought a   		买了一辆汽车他告诉我他买了一辆 汽车 他 告诉 我 他 买 了 一 辆 
00:36:15		 car he told me that he bought a car he told me that he needs some time   		汽车他告诉我他买了一辆 车  他 告诉 我 他 需要 休息 一 段 时间 
00:36:22		 off he told me that he needs some time off he told me that he needs some time   		他告诉我他需要休息一段时间 他 告诉 我 他 需要 休息 一 段 时间 
00:36:30		 off he told me that he needs some time off thank you for joining me today if   		他告诉我他需要休息一段时间 谢谢 你 今天 加入 我  如果 
00:36:38		 you like this lesson make sure you give it a like don't forget to subscribe with   		你喜欢这堂课 请确保 你给 它 一 个 喜欢 ， 不 要 忘记 订阅 
00:36:41		 notifications and I will see you in the next class  		通知，我会在下一堂课见到你  
