Time		Subtitle		Translation
00:33:31		 tonight see you at the concert tonight see you at the concert   		今晚音乐会见 今晚音乐 会见  今晚 音乐 会见 
00:33:37		 tonight I bought tickets for front row I bought tickets for front   		今晚我买了前排的门票 我 买 了 前排 的 门票  我 
00:33:44		 row I bought tickets for front row I bought tickets for front   		买了前排的门票 我 买 了 前排 的 门票 
00:33:52		 row he's such a great guy he's such a great   		前排 他是一个很棒的 人  他 是 一 个 很 棒 的 
00:33:59		 guy he's such a great guy he's such a great   		人 他是一个 很 棒 的 人  他 是 一 个 很 棒 的 
00:34:05		 guy I am so lucky to have him as a friend I am so lucky to have him as a   		人 我很幸运有他作为 朋友  我 很 幸运 有 他 作为 
00:34:13		 friend I am so lucky to have him as a friend without a doubt he's the   		朋友 我很幸运有他作为朋友 一个 朋友  毫无疑问 他 是 
00:34:21		 best without a doubt he's the best without a doubt he's is the   		最好的 毫无疑问他是 最 好 的  毫无疑问 他 是 
00:34:28		 best I am sure of it I am sure of   		最好的 我确信这一点 我 确信 这 一 点 
00:34:35		 it I am sure of it try this   		我确信它 尝试 这个 
00:34:41		 one try this one try this   		尝试这个 尝试 这个 
00:34:48		 one try this one it's my favorite   		尝试这个 这 是 我 的  最 喜欢 的 
00:34:54		 flavor it's my favorite flavor it's my favorite   		味道 这是我最喜欢的味道 这 是 我 最 喜欢 的 
00:35:01		 flavor can you hand me that pen can you hand me that   		味道 你 能 递给 我 那 
00:35:08		 pen can you hand me that pen it's on the   		支笔 你能递给我那支笔 你能递给我那 支笔  它 在 
00:35:14		 desk it's on the desk it's on the   		桌子上 它在 桌子 上  它 在 桌子 上 
00:35:21		 desk ask him if he can help us ask him if he can help us   		问他是否可以帮助 我们  问 他 是否 可以  他 可以 帮助 我们 
00:35:29		 ask him if he can help us I am sure he   		问他是否可以帮助 我们  我 相信 他 
00:35:34		 will I am sure he will I am sure he   		会 我相信他会 我相信他 会  我 相信 他 
00:35:41		 will how are you feeling how are you   		会 你感觉怎么样 你 
00:35:46		 feeling how are you feeling how are you   		感觉怎么样 你 感觉 怎么样  你 
00:35:53		 feeling not too bad not to too   		感觉怎么样 不是太 糟糕  不 是 太 
00:35:59		 bad not too bad all the   		糟糕 不是 太 糟糕 了 ， 
00:36:05		 best all the best all the   		一切都好，一切都好，祝 
00:36:10		 best good luck to you good luck to   		你 好 运 ， 祝 你 好 运 ， 祝 你 
00:36:17		 you good luck to you has anyone seen my   		好运，有没有 人 看到 我 的 
00:36:23		 sunglasses has anyone seen my sunglasses has anyone seen my   		太阳镜，有没有人看到我的太阳镜， 有 没有 人 看到 我 的 
00:36:30		 sunglasses I think they are in the car I think they are in the   		太阳镜，我想它们在 车 里 ， 我 想 它们 在 车 里 。 
00:36:37		 car I think they are in the car I think they are in the   		汽车 我想他们在 车 里  我 想 他们 在 
00:36:45		 car they've been working nonstop they've been working   		车里 他们一直在 不 停 地 工作  他们 一直 在 
00:36:52		 nonstop they've been working non-stop I hope they take a break   		不停地工作 他们一直在 不 停 地 工作  我 希望 他们 
00:36:58		 soon I hope they take a break soon I hope they take a break   		很快休息一下 我希望他们 很 快 休息 一下  我 希望 他们 
00:37:08		 soon is the movie over already is the movie over   		尽快休息一下 电影 已经 结束  电影 已经 结束 
00:37:15		 already is the movie over already I feel like we just sat   		电影已经结束 我 感觉 我们 刚刚 
00:37:22		 down I feel like we just sat down I feel like we just sat   		坐下 我感觉我们刚刚 坐下  我 感觉 我们 刚刚 
00:37:30		 down tell me the truth tell me the   		坐下 告诉 我 真相  告诉 我 
00:37:37		 truth tell me the truth tell me the   		说实话，告诉我说 实话 ， 告诉 我 说 
00:37:44		 truth I can handle it I can handle   		实话，我能处理， 我 
00:37:49		 it I can handle it bring a jacket just in   		能处理，我能处理， 带 一 件 夹克 ， 以 防 万一  带 
00:37:56		 case bring a jacket just in case bring a jacket just in   		一 件 夹克 ， 以 防 万一  带 一 件 夹克 ， 以防 
00:38:03		 case it might get cold later it might get cold   		以后 会冷  以后 可能 会 冷 
00:38:10		 later it might get cold later please share your   		稍后 可能 会 变冷  请 分享 您 的 
00:38:16		 thoughts please share your thoughts please share your   		想法 请分享您的 想法  请 分享 
00:38:25		 thoughts please share your thoughts I've been   		您的想法 请分享您的想法 我一直很 
00:38:31		 curious I've been curious I've been   		好奇 我一直很 好奇  我 一直 很 
00:38:38		 curious my back is hurting my back is   		好奇 我的背 受伤 了  我 的 背 
00:38:44		 hurting my back is hurting my back is   		受伤了 我的背 受伤 了  我 的 背 受伤 了 
00:38:50		 hurting I think I will go lie down I think I will go lie down   		受伤 我想我要 躺下  我 想 我 要 躺下 
00:38:59		 I think I will go lie down this is a very important   		我想我要 躺下  这 是 一 个 非常 重要 的 
00:39:06		 decision this is a very important decision this is a very important   		决定 这是一个非常重要的 决定  这 是 一 个 非常 重要 的 
00:39:14		 decision we need to think it through carefully we need to think it through   		决定 我们需要仔细考虑 我们 需要  仔细 想 一 想 
00:39:21		 carefully we need to think it through carefully we need to think think it   		我们需要仔细想一想 我们 需要 仔细 想 一 想 
00:39:27		 through carefully slow down take a   		慢 下来 ， 
00:39:33		 breath slow down take a breath slow down take a   		深呼吸 慢下来， 深 呼吸  慢 下来 ， 
00:39:40		 breath you will get there in time you will get there in   		深呼吸 你会及时到达那里 你 会 及时 到达 那里 
00:39:47		 time you will get there in time at least it's Friday   		你会到达那里 及时  至少 明天 是 星期五 
00:39:54		 tomorrow at least it's Friday tomorrow at least it's Friday   		至少明天是星期五 至少 明天 是 星期五 
00:40:00		 tomorrow this week has been so long this week has been so   		这周已经这么 长  这 周 已经 这么 
00:40:08		 long this week has been so long who's your favorite   		长 这周已经这么 长  谁 是 你 最 喜欢 的 
00:40:15		 singer who's your favorite singer who's your favorite   		歌手 谁是你最喜欢的歌手 谁是 你 最 喜欢 的 
00:40:22		 singer who's your favorite singer I love listening to Adele   		歌手 谁是你最喜欢的 歌手  我 喜欢 听 阿黛尔 的 歌 
00:40:28		 I love listening to Adele I love listening to   		我喜欢听 阿黛尔 的 歌  我 喜欢 听 
00:40:36		 Adele since when did you know since when did you   		阿黛尔的歌 你从什么时候 知道 的  从 什么 时候 
00:40:43		 know since when did you know not too long   		知道的 从什么时候知道的 你从什么时候 知道 的  不久 前 
00:40:48		 ago not too long ago not too long   		不久前 
00:40:55		 ago trust me you will love it trust me you will love   		不久前 相信我，你会喜欢 它 的  相信  我 ， 你 会 喜欢 
00:41:02		 it trust me you will love it it's my favorite   		它，相信我，你会喜欢 它 ， 这 是 我 最 喜欢 的 
00:41:08		 book it's my favorite book it's my favorite   		书，这是我最喜欢的 书 ， 这 是 我 最 喜欢 的 
00:41:15		 book tell me more about your job tell me more about your   		书，告诉我更多关于你的工作的信息，告诉我 更 多 关于 你 的 
00:41:22		 job tell me more about your job tell me more about your   		工作的信息，告诉我更多关于你 工作 的 信息 ， 告诉 我 更 多 关于 你 
00:41:28		 job I am really interested I am really   		工作的信息，我真的 感兴趣  我 真的 很 
00:41:35		 interested I am really interested listen to me I am   		感兴趣 我真的很 感兴趣  听 我 说  我 是 
00:41:42		 serious listen to me I am serious listen to me I am   		认真的 听我说 我是 认真 的  听 我 说  我 是 
00:41:49		 serious listen to me I am serious this is not a   		认真的 听我说我是 认真 的 
00:41:55		 joke this is not a joke this is not a   		这不是玩笑 这不是 
00:42:01		 joke this is not a joke wasn't it   		玩笑 这不是玩笑 不是开玩笑， 
00:42:08		 delicious wasn't it delicious wasn't it   		不是很好吃吗？不是很美味吗？不是很 
00:42:14		 delicious I loved every bite I loved every   		美味吗？我喜欢每 一 口 ， 我 喜欢 每 
00:42:21		 bite I loved every bite I am just trying to help   		一口，我喜欢每 一 口 ， 我 只 是 想 帮忙 ， 
00:42:28		 I am just trying to help I am just trying to   		我只是想 帮忙 ， 我 只 是 想 
00:42:34		 help can't you see that can't you see   		帮忙，可以' 你看 不到 吗 你 看 
00:42:40		 that can't you see that why did you lie to   		不到你看不到你 为什么 对 
00:42:46		 me why did you lie to me why did you lie to   		我撒谎你为什么对 我 撒谎 你 为什么 对 我 撒谎 
00:42:53		 me I didn't want to hurt you I didn't want to hurt   		我 不 想 伤害 你 我 不 想 伤害 
00:42:59		 you I didn't want to hurt you I didn't want to hurt   		你 我不想伤害 你  我 不 想 伤害 
00:43:06		 you they always argue about the same thing they   		你 他们总是争论同一 件 事  他们 
00:43:13		 always argue about the same   		总是 争论 同 一 
00:43:18		 thing they always argue about the same thing they always argue about the same   		件事 他们总是争论同一 件 事  他们 总是 争论 同 一 
00:43:26		 thing I am tired of listening to it I am tired of listening to   		件事 我厌倦了听 我 厌倦 了 听 
00:43:34		 it I am tired of listening to it maybe we should   		它 我厌倦了听 它  也许 我们 应该 
00:43:42		 go maybe we should go maybe we should   		走 也许我们 应该 走  也许 我们 应该 
00:43:47		 go the weather doesn't look good the weather doesn't look good   		走 天气看起来不太 好  天气 看 起来 不 太 好 
00:43:57		 the weather doesn't look good excuse me is this seat   		天气看起来不太 好  对 不 起  这个 座位 有 人 了 吗 
00:44:03		 taken excuse me is this seat [Music]   		对不起 这个座位有人了 对不起 
00:44:08		 taken excuse me is this seat taken no feel free to   		这个座位有人了 不随意 
00:44:14		 sit no feel free to sit no feel free to   		坐  不 随意 坐  不 随意 坐 
00:44:21		 sit everyone deserves a chance everyone deserves a   		每个人都应该有 机会  每 个 人 都 应该 有 
00:44:29		 chance everyone deserves a chance don't judge too   		机会 每个人都应该有 机会  不 要 评判  太 快  不 要 太 快 
00:44:35		 quickly don't judge too quickly don't judge too   		判断 不要 太 快 判断 
00:44:42		 quickly no worries it happens no worries it   		不用担心它 会 发生  不用 担心 它 
00:44:48		 happens no worries it happens mistakes are part of   		会发生 不用担心它 会 发生  错误 是 学习 的 一 部分 
00:44:54		 learning mistakes are part of learning learning mistakes are part of   		错误是学习的一部分 学习 错误 是 
00:45:04		 learning mistakes are part of learning it's not even worth   		学习的一部分 错误是 学习 的 一 部分  它 甚至 不 是 
00:45:11		 it it's not even worth it it's not even worth   		值得 根本不值得 根本 不 值得  根本 不 值得 
00:45:18		 it it's not even worth it don't waste your   		不 要 浪费 你 的 
00:45:23		 time don't waste your time don't waste your   		时间 不要浪费你的时间 不 要 浪费 你 的 
00:45:31		 time who's driving tonight who's driving   		时间 谁今晚开车 谁 
00:45:37		 tonight who's driving tonight I will take the   		今晚开车 谁 今晚 开车  我 会 拿走 
00:45:43		 keys I will take the keys I will take the   		钥匙 我 会 拿 钥匙  我 会 
00:45:50		 keys I will take the keys this is my first time   		拿钥匙 我会 拿 钥匙  这 是 我 第一 次 
00:45:57		 this is my first time this is my first   		这是我第 一 次  这 是 我 第 
00:46:03		 time I am a little nervous I am a little   		一次 我有点 紧张 
00:46:09		 nervous I am a little nervous stop looking at me like   		我有点紧张 我有点 紧张  别 这样 看 着 我 
00:46:17		 that stop looking at me like that stop looking at me like   		别再这样看着我 别 再 这样 看 着 我  它 让 
00:46:24		 that it's creeping me out it's creeping me   		我毛骨悚然 它 让 我 毛骨悚然 
00:46:30		 out it's creeping me out wait I have an   		它让我 毛骨悚然  等等 我 有 一 个 
00:46:37		 idea wait I have an idea wait I have an   		想法 等等 我有一个 想法  等等  我 有 一 个 
00:46:44		 idea what if we try this instead what if we try this   		想法 如果我们尝试这个会怎么样 如果 我们 尝试 这个 会 怎么样 
00:46:51		 instead what if we try this instead what if we try this inste   		相反，如果我们尝试这个，如果 我们 尝试 这个 ， 相反 ， 如果 我们 尝试 这个 ， 
00:46:58		 instead go wake up your brother go wake up your   		那么，去叫醒你的 兄弟 ， 去 叫醒 你 的 
00:47:05		 brother go wake up your brother it's time for   		兄弟，去叫醒你的 兄弟 ， 该 上学 了 ， 该 上学 了 ， 
00:47:17		 school it's time for school whatever happens stay   		该上学了，该 上学 了 ， 无论 发生 什么 ， 都 要 
00:47:24		 strong whatever happens stay strong whatever happens stay   		坚强。 发生什么，保持 坚强 ， 无论 发生 什么 ， 
00:47:32		 strong whatever happens stay strong you can get through   		保持坚强，无论发生什么，保持 坚强 ， 你 可以 度过 
00:47:38		 it you can get through it you can get through   		它， 你 可以 度过 
00:47:45		 it you can get through it see what you've   		它，你可以度过它，你可以度过它， 看看 你 做 了 什么 ， 看看 你 做 了 
00:47:51		 done see what you've done see what you you've   		什么， 看看 你 
00:47:57		 done you've ruined everything you've ruined   		做了什么 你毁了 一切  你 毁 了 
00:48:04		 everything you've ruined everything she's always been very   		一切 你毁了 一切  她 一直 很 
00:48:11		 kind she's always been very kind she's always been very   		善良 她 一直 很 善良  她 一直 很 
00:48:18		 kind I agree she's a great person I agree she's a great person   		善良 我同意她是一个伟大的 人  我 同意 她 是 一 个 伟大 的 人  我 
00:48:28		 I agree she's a great person I agree she's a great   		同意她是一个伟大的 人  我 同意  她 是 一 个 很 棒 的 
00:48:37		 person these are the freshest ingredients these are the freshest   		人这些是最新鲜的 食材 这些 是 最 新鲜 的 
00:48:46		 ingredients these are the freshest ingredients you will love the taste of   		食材这些是最新鲜的 食材 你 会 喜欢 
00:48:52		 this meal you will love the taste of this   		这 顿饭 的 味道 你 会 喜欢 这 
00:48:58		 meal you will love the taste of this meal you will love the taste of this   		顿饭的味道你会喜欢这顿饭的味道 你 会 喜欢 这 顿饭 的 味道 
00:49:07		 meal it's not what I expected it's not what I   		膳食 这不是我所 期望 的  这 不 是 我 所 
00:49:14		 expected it's not what I expected it's not what I   		期望的 这不是 我 所 期望 的  这 不 是 我 所 
00:49:21		 expected thank you for trying thank you for trying   		期望的 感谢您的尝试 感谢 您 的 尝试 
00:49:28		 thank you for trying show gratitude to those around   		感谢您的尝试 对 周围 的 人 表示 
00:49:34		 you show gratitude to those around you show gratitude to those around   		感谢 对周围的人 表示 感谢  对 周围 的 人 表示 感谢  他们 
00:49:49		 day it will make their day they are calling our flight for   		正在 呼叫 我们 的 航班 登机  他们 
00:49:55		 boarding they are calling our flight for   		正在 呼叫 我们 的 航班 登机  他们 
00:50:01		 boarding they are calling our flight for boarding they are calling our flight for   		正在呼叫我们的航班 登机  他们 正在 呼叫 我们 的 航班 
00:50:09		 boarding we should head to the gate we should head to the   		登机 我们应该前往 登机口  我们 应该 前往 
00:50:15		 gate we should head to the gate we should head to the   		登机口 我们应该前往 登机口  我们 应该 前往 
00:50:22		 gate ask her what she wants ask her what she   		登机口 问她想要什么 问 她 
00:50:28		 wants ask her what she wants I don't want to bother   		想要什么 问她 想要 什么  我 不 想 打扰 
00:50:34		 her I don't want to bother her I don't want to bother   		她 我不想打扰 她  我  不 想 打扰 
00:50:41		 her I don't want to bother her tomorrow will be   		她 我不想打扰 她  明天 会 
00:50:47		 better tomorrow will be better tomorrow will be   		更好 明天会 更 好  明天 会 
00:50:55		 better it's a fresh start it's a fresh   		更好 这是一个新的 开始  这 是 一 个 新 的 开始 
00:51:02		 start it's a fresh start thank you for joining me today if   		这是一个新的 开始  如果 您 喜欢 本 课 ， 谢谢 您 今天 加入 我 
00:51:08		 you like this lesson make sure you give it a like don't forget to subscribe with   		确保您 喜欢 ， 不 要 忘记 订阅 
00:51:12		 notifications and I will see you in the next class  		通知，我们将在下一堂课中见到您  
